#Time	Channel A	Channel B
#(s)	(V)	(V)
#
24.02147030	0.03668325	-1.42521400
24.02480430	0.03668325	-1.42521400
24.02813830	0.03668325	-1.42521400
24.03147230	0.03668325	-1.42521400
24.03480630	0.03668325	-1.42521400
24.03814030	0.03668325	-1.42521400
24.04147430	0.03668325	-1.42521400
24.04480830	0.03668325	-1.42521400
24.04814230	0.03668325	-1.42521400
24.05147630	0.03668325	-1.42521400
24.05481030	0.03668325	-1.42521400
24.05814430	0.03668325	-1.42521400
24.06147830	0.03668325	-1.42521400
24.06481230	0.03668325	-1.42521400
24.06814630	0.03668325	-1.42521400
24.07148030	0.03668325	-1.42521400
24.07481430	0.03668325	-1.42521400
24.07814830	0.01831111	-1.42521400
24.08148230	0.03668325	-1.42521400
24.08481630	0.03668325	-1.42521400
24.08815030	0.03668325	-1.42521400
24.09148430	0.03668325	-1.42521400
24.09481830	0.03668325	-1.42521400
24.09815230	0.03668325	-1.42521400
24.10148630	0.03668325	-1.47084000
24.10482030	0.03668325	-1.42521400
24.10815430	0.03668325	-1.42521400
24.11148830	0.03668325	-1.42521400
24.11482230	0.03668325	-1.42521400
24.11815630	0.03668325	-1.47084000
24.12149030	0.03668325	-1.42521400
24.12482430	0.03668325	-1.42521400
24.12815830	0.03668325	-1.42521400
24.13149230	0.03668325	-1.42521400
24.13482630	0.01831111	-1.47084000
24.13816030	0.03668325	-1.42521400
24.14149430	0.01831111	-1.47084000
24.14482830	0.01831111	-1.47084000
24.14816230	0.01831111	-1.47084000
24.15149630	0.03668325	-1.47084000
24.15483030	0.01831111	-1.47084000
24.15816430	0.01831111	-1.47084000
24.16149830	0.01831111	-1.47084000
24.16483230	0.01831111	-1.47084000
24.16816630	0.01831111	-1.47084000
24.17150030	0.01831111	-1.47084000
24.17483430	0.01831111	-1.47084000
24.17816830	0.01831111	-1.47084000
24.18150230	0.01831111	-1.47084000
24.18483630	-0.00006104	-1.47084000
24.18817030	-0.00006104	-1.47084000
24.19150430	0.01831111	-1.47084000
24.19483830	0.01831111	-1.47084000
24.19817230	0.01831111	-1.47084000
24.20150630	0.01831111	-1.51661700
24.20484030	0.01831111	-1.47084000
24.20817430	0.01831111	-1.47084000
24.21150830	0.01831111	-1.51661700
24.21484230	0.01831111	-1.51661700
24.21817630	0.01831111	-1.51661700
24.22151030	0.01831111	-1.51661700
24.22484430	0.01831111	-1.51661700
24.22817830	0.01831111	-1.51661700
24.23151230	0.01831111	-1.51661700
24.23484630	0.01831111	-1.51661700
24.23818030	0.01831111	-1.51661700
24.24151430	0.01831111	-1.51661700
24.24484830	0.03668325	-1.51661700
24.24818230	0.03668325	-1.51661700
24.25151630	0.03668325	-1.51661700
24.25485030	0.03668325	-1.51661700
24.25818430	0.03668325	-1.51661700
24.26151830	0.03668325	-1.51661700
24.26485230	0.03668325	-1.51661700
24.26818630	0.03668325	-1.51661700
24.27152030	0.01831111	-1.51661700
24.27485430	0.03668325	-1.51661700
24.27818830	0.03668325	-1.51661700
24.28152230	0.03668325	-1.51661700
24.28485630	0.03668325	-1.51661700
24.28819030	0.03668325	-1.51661700
24.29152430	0.03668325	-1.51661700
24.29485830	0.01831111	-1.51661700
24.29819230	0.01831111	-1.51661700
24.30152630	0.01831111	-1.51661700
24.30486030	0.01831111	-1.51661700
24.30819430	-0.00006104	-1.51661700
24.31152830	-0.00006104	-1.51661700
24.31486230	0.01831111	-1.51661700
24.31819630	0.01831111	-1.51661700
24.32153030	-0.00006104	-1.51661700
24.32486430	-0.00006104	-1.51661700
24.32819830	-0.00006104	-1.51661700
24.33153230	-0.00006104	-1.56224300
24.33486630	-0.00006104	-1.51661700
24.33820030	-0.00006104	-1.51661700
24.34153430	-0.00006104	-1.56224300
24.34486830	-0.00006104	-1.56224300
24.34820230	-0.00006104	-1.56224300
24.35153630	0.01831111	-1.56224300
24.35487030	0.01831111	-1.56224300
24.35820430	0.01831111	-1.51661700
24.36153830	-0.00006104	-1.56224300
24.36487230	-0.00006104	-1.56224300
24.36820630	-0.00006104	-1.56224300
24.37154030	0.01831111	-1.56224300
24.37487430	-0.00006104	-1.56224300
24.37820830	0.01831111	-1.56224300
24.38154230	-0.00006104	-1.56224300
24.38487630	-0.00006104	-1.56224300
24.38821030	-0.00006104	-1.56224300
24.39154430	-0.00006104	-1.56224300
24.39487830	0.01831111	-1.56224300
24.39821230	0.01831111	-1.56224300
24.40154630	-0.00006104	-1.56224300
24.40488030	-0.00006104	-1.56224300
24.40821430	-0.00006104	-1.60802000
24.41154830	-0.00006104	-1.60802000
24.41488230	-0.00006104	-1.60802000
24.41821630	-0.00006104	-1.60802000
24.42155030	-0.00006104	-1.60802000
24.42488430	-0.00006104	-1.56224300
24.42821830	-0.01843318	-1.60802000
24.43155230	-0.00006104	-1.60802000
24.43488630	-0.01843318	-1.60802000
24.43822030	-0.01843318	-1.60802000
24.44155430	-0.01843318	-1.60802000
24.44488830	-0.03680532	-1.60802000
24.44822230	-0.01843318	-1.60802000
24.45155630	-0.03680532	-1.60802000
24.45489030	-0.03680532	-1.60802000
24.45822430	-0.03680532	-1.60802000
24.46155830	-0.03680532	-1.60802000
24.46489230	-0.03680532	-1.60802000
24.46822630	-0.03680532	-1.60802000
24.47156030	-0.03680532	-1.60802000
24.47489430	-0.03680532	-1.60802000
24.47822830	-0.03680532	-1.60802000
24.48156230	-0.03680532	-1.60802000
24.48489630	-0.03680532	-1.60802000
24.48823030	-0.03680532	-1.60802000
24.49156430	-0.03680532	-1.60802000
24.49489830	-0.03680532	-1.65364500
24.49823230	-0.03680532	-1.65364500
24.50156630	-0.03680532	-1.60802000
24.50490030	-0.03680532	-1.60802000
24.50823430	-0.03680532	-1.65364500
24.51156830	-0.03680532	-1.60802000
24.51490230	-0.03680532	-1.60802000
24.51823630	-0.03680532	-1.60802000
24.52157030	-0.03680532	-1.65364500
24.52490430	-0.03680532	-1.65364500
24.52823830	-0.03680532	-1.65364500
24.53157230	-0.03680532	-1.65364500
24.53490630	-0.03680532	-1.65364500
24.53824030	-0.03680532	-1.65364500
24.54157430	-0.03680532	-1.65364500
24.54490830	-0.01843318	-1.65364500
24.54824230	-0.01843318	-1.65364500
24.55157630	-0.01843318	-1.65364500
24.55491030	-0.01843318	-1.65364500
24.55824430	-0.03680532	-1.65364500
24.56157830	-0.01843318	-1.65364500
24.56491230	-0.01843318	-1.65364500
24.56824630	-0.01843318	-1.65364500
24.57158030	-0.03680532	-1.65364500
24.57491430	-0.01843318	-1.65364500
24.57824830	-0.01843318	-1.65364500
24.58158230	-0.01843318	-1.65364500
24.58491630	-0.03680532	-1.69927100
24.58825030	-0.01843318	-1.65364500
24.59158430	-0.03680532	-1.65364500
24.59491830	-0.01843318	-1.65364500
24.59825230	-0.01843318	-1.69927100
24.60158630	-0.01843318	-1.69927100
24.60492030	-0.03680532	-1.65364500
24.60825430	-0.01843318	-1.69927100
24.61158830	-0.03680532	-1.69927100
24.61492230	-0.03680532	-1.69927100
24.61825630	-0.03680532	-1.69927100
24.62159030	-0.03680532	-1.69927100
24.62492430	-0.03680532	-1.69927100
24.62825830	-0.03680532	-1.69927100
24.63159230	-0.03680532	-1.69927100
24.63492630	-0.03680532	-1.69927100
24.63826030	-0.03680532	-1.69927100
24.64159430	-0.03680532	-1.69927100
24.64492830	-0.03680532	-1.69927100
24.64826230	-0.03680532	-1.69927100
24.65159630	-0.01843318	-1.69927100
24.65493030	-0.03680532	-1.69927100
24.65826430	-0.03680532	-1.69927100
24.66159830	-0.01843318	-1.69927100
24.66493230	-0.03680532	-1.69927100
24.66826630	-0.03680532	-1.74504800
24.67160030	-0.01843318	-1.69927100
24.67493430	-0.01843318	-1.69927100
24.67826830	-0.03680532	-1.69927100
24.68160230	-0.01843318	-1.69927100
24.68493630	-0.01843318	-1.69927100
24.68827030	-0.01843318	-1.69927100
24.69160430	-0.01843318	-1.69927100
24.69493830	-0.01843318	-1.69927100
24.69827230	-0.01843318	-1.74504800
24.70160630	-0.01843318	-1.69927100
24.70494030	-0.01843318	-1.69927100
24.70827430	-0.01843318	-1.69927100
24.71160830	-0.01843318	-1.74504800
24.71494230	-0.00006104	-1.74504800
24.71827630	-0.00006104	-1.69927100
24.72161030	-0.00006104	-1.74504800
24.72494430	-0.00006104	-1.69927100
24.72827830	-0.00006104	-1.74504800
24.73161230	-0.00006104	-1.74504800
24.73494630	-0.00006104	-1.69927100
24.73828030	-0.00006104	-1.74504800
24.74161430	-0.00006104	-1.74504800
24.74494830	-0.00006104	-1.74504800
24.74828230	-0.00006104	-1.79067300
24.75161630	-0.01843318	-1.79067300
24.75495030	-0.00006104	-1.74504800
24.75828430	-0.00006104	-1.79067300
24.76161830	-0.00006104	-1.79067300
24.76495230	-0.00006104	-1.79067300
24.76828630	-0.00006104	-1.79067300
24.77162030	-0.00006104	-1.74504800
24.77495430	-0.00006104	-1.79067300
24.77828830	-0.00006104	-1.79067300
24.78162230	-0.00006104	-1.79067300
24.78495630	-0.00006104	-1.79067300
24.78829030	-0.00006104	-1.79067300
24.79162430	-0.00006104	-1.79067300
24.79495830	-0.00006104	-1.79067300
24.79829230	0.01831111	-1.79067300
24.80162630	-0.00006104	-1.79067300
24.80496030	-0.00006104	-1.79067300
24.80829430	0.01831111	-1.79067300
24.81162830	0.01831111	-1.79067300
24.81496230	-0.00006104	-1.79067300
24.81829630	0.01831111	-1.79067300
24.82163030	-0.00006104	-1.79067300
24.82496430	0.01831111	-1.79067300
24.82829830	-0.00006104	-1.79067300
24.83163230	-0.00006104	-1.79067300
24.83496630	0.01831111	-1.79067300
24.83830030	0.01831111	-1.79067300
24.84163430	0.01831111	-1.79067300
24.84496830	0.01831111	-1.79067300
24.84830230	0.03668325	-1.79067300
24.85163630	0.01831111	-1.79067300
24.85497030	0.01831111	-1.79067300
24.85830431	0.03668325	-1.79067300
24.86163831	0.03668325	-1.79067300
24.86497231	0.01831111	-1.79067300
24.86830631	0.01831111	-1.79067300
24.87164031	0.01831111	-1.83645100
24.87497431	0.03668325	-1.83645100
24.87830831	0.01831111	-1.83645100
24.88164231	0.01831111	-1.83645100
24.88497631	0.03668325	-1.83645100
24.88831031	0.03668325	-1.83645100
24.89164431	0.01831111	-1.83645100
24.89497831	0.01831111	-1.83645100
24.89831231	0.01831111	-1.83645100
24.90164631	0.03668325	-1.83645100
24.90498031	0.01831111	-1.83645100
24.90831431	0.01831111	-1.83645100
24.91164831	0.01831111	-1.83645100
24.91498231	0.01831111	-1.83645100
24.91831631	0.03668325	-1.83645100
24.92165031	0.03668325	-1.83645100
24.92498431	0.01831111	-1.83645100
24.92831831	0.01831111	-1.83645100
24.93165231	0.01831111	-1.83645100
24.93498631	0.01831111	-1.83645100
24.93832031	0.01831111	-1.83645100
24.94165431	0.01831111	-1.83645100
24.94498831	0.01831111	-1.83645100
24.94832231	0.01831111	-1.83645100
24.95165631	0.01831111	-1.83645100
24.95499031	0.01831111	-1.88207700
24.95832431	0.01831111	-1.83645100
24.96165831	0.01831111	-1.88207700
24.96499231	0.01831111	-1.83645100
24.96832631	-0.00006104	-1.88207700
24.97166031	-0.00006104	-1.88207700
24.97499431	0.01831111	-1.88207700
24.97832831	0.01831111	-1.88207700
24.98166231	0.01831111	-1.88207700
24.98499631	0.01831111	-1.88207700
24.98833031	0.01831111	-1.88207700
24.99166431	0.01831111	-1.88207700
24.99499831	0.01831111	-1.88207700
24.99833231	0.01831111	-1.88207700
25.00166631	0.01831111	-1.88207700
25.00500031	0.01831111	-1.88207700
25.00833431	0.01831111	-1.88207700
25.01166831	0.03668325	-1.88207700
25.01500231	0.03668325	-1.88207700
25.01833631	0.01831111	-1.88207700
25.02167031	0.01831111	-1.88207700
25.02500431	0.03668325	-1.88207700
25.02833831	0.03668325	-1.88207700
25.03167231	0.01831111	-1.88207700
25.03500631	0.01831111	-1.88207700
25.03834031	0.01831111	-1.88207700
25.04167431	0.03668325	-1.88207700
25.04500831	0.03668325	-1.88207700
25.04834231	0.01831111	-1.88207700
25.05167631	0.03668325	-1.88207700
25.05501031	0.01831111	-1.88207700
25.05834431	0.01831111	-1.88207700
25.06167831	0.01831111	-1.88207700
25.06501231	0.01831111	-1.88207700
25.06834631	0.01831111	-1.88207700
25.07168031	-0.00006104	-1.88207700
25.07501431	0.01831111	-1.88207700
25.07834831	0.01831111	-1.92785400
25.08168231	-0.00006104	-1.92785400
25.08501631	-0.00006104	-1.88207700
25.08835031	-0.00006104	-1.88207700
25.09168431	-0.00006104	-1.88207700
25.09501831	-0.00006104	-1.92785400
25.09835231	-0.00006104	-1.92785400
25.10168631	-0.00006104	-1.92785400
25.10502031	-0.00006104	-1.92785400
25.10835431	-0.00006104	-1.92785400
25.11168831	-0.00006104	-1.92785400
25.11502231	-0.00006104	-1.92785400
25.11835631	-0.00006104	-1.92785400
25.12169031	-0.00006104	-1.92785400
25.12502431	-0.00006104	-1.92785400
25.12835831	-0.00006104	-1.92785400
25.13169231	-0.01843318	-1.97347900
25.13502631	-0.00006104	-1.92785400
25.13836031	-0.00006104	-1.92785400
25.14169431	-0.00006104	-1.97347900
25.14502831	-0.01843318	-1.92785400
25.14836231	-0.01843318	-1.97347900
25.15169631	-0.01843318	-1.92785400
25.15503031	-0.00006104	-1.92785400
25.15836431	-0.01843318	-1.97347900
25.16169831	-0.00006104	-1.97347900
25.16503231	-0.00006104	-1.97347900
25.16836631	-0.00006104	-1.97347900
25.17170031	-0.00006104	-1.97347900
25.17503431	-0.00006104	-1.97347900
25.17836831	-0.00006104	-1.97347900
25.18170231	-0.00006104	-1.97347900
25.18503631	-0.00006104	-1.97347900
25.18837031	-0.00006104	-1.97347900
25.19170431	-0.00006104	-1.97347900
25.19503831	-0.00006104	-1.97347900
25.19837231	-0.00006104	-1.97347900
25.20170631	-0.00006104	-1.97347900
25.20504031	-0.00006104	-1.97347900
25.20837431	-0.00006104	-1.97347900
25.21170831	-0.00006104	-1.97347900
25.21504231	-0.00006104	-1.97347900
25.21837631	-0.00006104	-1.97347900
25.22171031	-0.00006104	-1.97347900
25.22504431	-0.00006104	-1.97347900
25.22837831	-0.00006104	-2.01910400
25.23171231	-0.00006104	-1.97347900
25.23504631	-0.00006104	-2.01910400
25.23838031	-0.00006104	-2.01910400
25.24171431	-0.00006104	-1.97347900
25.24504831	-0.00006104	-1.97347900
25.24838231	-0.00006104	-1.97347900
25.25171631	-0.00006104	-2.01910400
25.25505031	-0.00006104	-1.97347900
25.25838431	-0.00006104	-2.01910400
25.26171831	-0.00006104	-2.01910400
25.26505231	-0.00006104	-2.01910400
25.26838631	-0.00006104	-2.01910400
25.27172031	-0.00006104	-1.97347900
25.27505431	-0.00006104	-2.01910400
25.27838831	-0.00006104	-2.01910400
25.28172231	-0.00006104	-2.06488200
25.28505631	-0.00006104	-2.01910400
25.28839031	-0.00006104	-2.01910400
25.29172431	0.01831111	-2.06488200
25.29505831	-0.00006104	-2.01910400
25.29839231	0.01831111	-2.01910400
25.30172631	0.01831111	-2.06488200
25.30506031	0.01831111	-2.01910400
25.30839431	0.01831111	-2.01910400
25.31172831	-0.00006104	-2.01910400
25.31506231	-0.00006104	-2.06488200
25.31839631	-0.00006104	-2.06488200
25.32173031	-0.00006104	-2.01910400
25.32506431	0.01831111	-2.06488200
25.32839831	0.01831111	-2.06488200
25.33173231	-0.00006104	-2.01910400
25.33506631	0.01831111	-2.06488200
25.33840031	0.01831111	-2.06488200
25.34173431	0.01831111	-2.06488200
25.34506831	0.03668325	-2.06488200
25.34840231	0.03668325	-2.06488200
25.35173631	0.01831111	-2.06488200
25.35507031	0.03668325	-2.06488200
25.35840431	0.03668325	-2.06488200
25.36173831	0.03668325	-2.06488200
25.36507231	0.03668325	-2.06488200
25.36840631	0.03668325	-2.06488200
25.37174031	0.03668325	-2.06488200
25.37507431	0.03668325	-2.06488200
25.37840831	0.03668325	-2.06488200
25.38174231	0.03668325	-2.06488200
25.38507631	0.03668325	-2.06488200
25.38841031	0.03668325	-2.06488200
25.39174431	0.03668325	-2.06488200
25.39507831	0.03668325	-2.06488200
25.39841231	0.03668325	-2.06488200
25.40174631	0.03668325	-2.06488200
25.40508031	0.03668325	-2.06488200
25.40841431	0.03668325	-2.06488200
25.41174831	0.03668325	-2.06488200
25.41508231	0.01831111	-2.06488200
25.41841631	0.03668325	-2.11050700
25.42175031	0.03668325	-2.11050700
25.42508431	0.03668325	-2.11050700
25.42841831	0.03668325	-2.06488200
25.43175231	0.03668325	-2.06488200
25.43508631	0.03668325	-2.11050700
25.43842031	0.03668325	-2.11050700
25.44175431	0.03668325	-2.11050700
25.44508831	0.03668325	-2.11050700
25.44842231	0.03668325	-2.11050700
25.45175631	0.03668325	-2.11050700
25.45509031	0.03668325	-2.11050700
25.45842431	0.03668325	-2.15628500
25.46175831	0.03668325	-2.11050700
25.46509231	0.03668325	-2.15628500
25.46842631	0.03668325	-2.15628500
25.47176031	0.03668325	-2.15628500
25.47509431	0.03668325	-2.15628500
25.47842831	0.03668325	-2.15628500
25.48176231	0.03668325	-2.11050700
25.48509631	0.03668325	-2.15628500
25.48843031	0.03668325	-2.15628500
25.49176431	0.03668325	-2.15628500
25.49509831	0.03668325	-2.15628500
25.49843231	0.03668325	-2.15628500
25.50176631	0.03668325	-2.15628500
25.50510031	0.03668325	-2.15628500
25.50843431	0.03668325	-2.15628500
25.51176831	0.03668325	-2.15628500
25.51510231	0.03668325	-2.15628500
25.51843631	0.03668325	-2.15628500
25.52177031	0.03668325	-2.15628500
25.52510431	0.03668325	-2.15628500
25.52843831	0.03668325	-2.15628500
25.53177231	0.03668325	-2.15628500
25.53510631	0.03668325	-2.15628500
25.53844031	0.03668325	-2.15628500
25.54177431	0.03668325	-2.15628500
25.54510831	0.03668325	-2.15628500
25.54844231	0.03668325	-2.15628500
25.55177631	0.03668325	-2.15628500
25.55511031	0.03668325	-2.15628500
25.55844431	0.03668325	-2.15628500
25.56177831	0.03668325	-2.15628500
25.56511231	0.03668325	-2.15628500
25.56844631	0.03668325	-2.15628500
25.57178031	0.03668325	-2.15628500
25.57511431	0.03668325	-2.15628500
25.57844831	0.03668325	-2.15628500
25.58178231	0.01831111	-2.15628500
25.58511631	0.01831111	-2.15628500
25.58845031	0.01831111	-2.20191000
25.59178431	0.01831111	-2.20191000
25.59511831	0.01831111	-2.15628500
25.59845231	0.01831111	-2.15628500
25.60178631	-0.00006104	-2.20191000
25.60512031	0.01831111	-2.20191000
25.60845431	0.01831111	-2.15628500
25.61178831	0.01831111	-2.20191000
25.61512231	0.01831111	-2.20191000
25.61845631	0.01831111	-2.20191000
25.62179031	0.01831111	-2.20191000
25.62512431	0.01831111	-2.20191000
25.62845831	0.01831111	-2.20191000
25.63179231	-0.00006104	-2.20191000
25.63512631	0.01831111	-2.20191000
25.63846031	0.01831111	-2.20191000
25.64179431	0.01831111	-2.20191000
25.64512831	0.01831111	-2.20191000
25.64846231	-0.00006104	-2.20191000
25.65179631	0.01831111	-2.20191000
25.65513031	-0.00006104	-2.20191000
25.65846431	0.01831111	-2.20191000
25.66179831	-0.00006104	-2.20191000
25.66513231	-0.00006104	-2.20191000
25.66846631	0.01831111	-2.20191000
25.67180031	0.01831111	-2.20191000
25.67513431	0.01831111	-2.24768800
25.67846831	0.01831111	-2.20191000
25.68180231	0.01831111	-2.24768800
25.68513631	0.01831111	-2.24768800
25.68847031	0.01831111	-2.24768800
25.69180431	0.01831111	-2.24768800
25.69513831	0.01831111	-2.24768800
25.69847231	0.01831111	-2.24768800
25.70180631	0.01831111	-2.24768800
25.70514031	0.01831111	-2.24768800
25.70847431	0.01831111	-2.24768800
25.71180831	0.01831111	-2.24768800
25.71514231	-0.00006104	-2.24768800
25.71847631	0.01831111	-2.24768800
25.72181031	-0.00006104	-2.24768800
25.72514431	-0.00006104	-2.24768800
25.72847831	-0.00006104	-2.24768800
25.73181231	-0.00006104	-2.24768800
25.73514631	-0.00006104	-2.24768800
25.73848031	-0.00006104	-2.24768800
25.74181431	-0.00006104	-2.24768800
25.74514831	-0.00006104	-2.24768800
25.74848231	0.01831111	-2.24768800
25.75181631	-0.00006104	-2.24768800
25.75515031	-0.00006104	-2.24768800
25.75848431	-0.00006104	-2.24768800
25.76181831	-0.00006104	-2.24768800
25.76515231	-0.00006104	-2.24768800
25.76848631	-0.00006104	-2.24768800
25.77182031	0.01831111	-2.29331400
25.77515431	-0.00006104	-2.24768800
25.77848831	-0.00006104	-2.24768800
25.78182231	-0.00006104	-2.29331400
25.78515631	0.01831111	-2.24768800
25.78849031	-0.00006104	-2.24768800
25.79182431	-0.00006104	-2.24768800
25.79515831	-0.00006104	-2.29331400
25.79849231	-0.00006104	-2.24768800
25.80182631	-0.00006104	-2.24768800
25.80516031	0.01831111	-2.29331400
25.80849431	-0.00006104	-2.29331400
25.81182831	0.01831111	-2.29331400
25.81516231	-0.00006104	-2.29331400
25.81849631	-0.00006104	-2.29331400
25.82183031	0.01831111	-2.29331400
25.82516431	0.01831111	-2.29331400
25.82849831	-0.00006104	-2.29331400
25.83183231	-0.00006104	-2.29331400
25.83516631	-0.00006104	-2.33893800
25.83850031	-0.00006104	-2.29331400
25.84183431	-0.00006104	-2.29331400
25.84516831	-0.00006104	-2.29331400
25.84850231	-0.00006104	-2.29331400
25.85183631	-0.00006104	-2.29331400
25.85517031	-0.00006104	-2.33893800
25.85850431	-0.00006104	-2.33893800
25.86183831	-0.00006104	-2.29331400
25.86517231	-0.00006104	-2.29331400
25.86850631	-0.00006104	-2.29331400
25.87184031	-0.00006104	-2.33893800
25.87517431	0.01831111	-2.33893800
25.87850831	-0.00006104	-2.33893800
25.88184231	-0.00006104	-2.29331400
25.88517631	-0.00006104	-2.33893800
25.88851031	-0.00006104	-2.33893800
25.89184431	-0.00006104	-2.33893800
25.89517831	-0.00006104	-2.33893800
25.89851231	-0.00006104	-2.33893800
25.90184631	-0.00006104	-2.33893800
25.90518031	-0.00006104	-2.33893800
25.90851431	-0.00006104	-2.33893800
25.91184831	-0.00006104	-2.33893800
25.91518231	-0.01843318	-2.33893800
25.91851631	-0.00006104	-2.33893800
25.92185031	-0.01843318	-2.33893800
25.92518431	-0.00006104	-2.33893800
25.92851831	-0.00006104	-2.33893800
25.93185231	-0.00006104	-2.33893800
25.93518631	-0.00006104	-2.33893800
25.93852031	-0.00006104	-2.38471600
25.94185431	-0.00006104	-2.33893800
25.94518831	-0.00006104	-2.33893800
25.94852231	-0.01843318	-2.33893800
25.95185631	-0.00006104	-2.38471600
25.95519031	-0.00006104	-2.38471600
25.95852431	-0.00006104	-2.38471600
25.96185831	-0.00006104	-2.33893800
25.96519231	-0.00006104	-2.38471600
25.96852631	-0.00006104	-2.33893800
25.97186031	-0.00006104	-2.38471600
25.97519431	-0.00006104	-2.38471600
25.97852831	-0.00006104	-2.38471600
25.98186231	-0.00006104	-2.33893800
25.98519631	-0.00006104	-2.38471600
25.98853031	-0.00006104	-2.38471600
25.99186431	-0.00006104	-2.38471600
25.99519831	-0.00006104	-2.38471600
25.99853231	-0.00006104	-2.38471600
26.00186631	-0.01843318	-2.38471600
26.00520031	-0.01843318	-2.38471600
26.00853431	-0.00006104	-2.38471600
26.01186831	-0.00006104	-2.38471600
26.01520231	-0.00006104	-2.38471600
26.01853631	-0.00006104	-2.38471600
26.02187031	-0.00006104	-2.38471600
26.02520431	-0.00006104	-2.38471600
26.02853831	-0.01843318	-2.38471600
26.03187231	-0.01843318	-2.38471600
26.03520631	-0.01843318	-2.38471600
26.03854031	-0.01843318	-2.38471600
26.04187431	-0.01843318	-2.38471600
26.04520831	-0.01843318	-2.38471600
26.04854231	-0.01843318	-2.43034100
26.05187631	-0.03680532	-2.38471600
26.05521031	-0.01843318	-2.43034100
26.05854431	-0.01843318	-2.43034100
26.06187831	-0.03680532	-2.43034100
26.06521231	-0.01843318	-2.38471600
26.06854631	-0.03680532	-2.43034100
26.07188031	-0.01843318	-2.43034100
26.07521431	-0.01843318	-2.43034100
26.07854831	-0.01843318	-2.43034100
26.08188231	-0.01843318	-2.43034100
26.08521631	-0.00006104	-2.43034100
26.08855031	-0.00006104	-2.43034100
26.09188431	-0.01843318	-2.43034100
26.09521831	-0.00006104	-2.43034100
26.09855231	-0.01843318	-2.43034100
26.10188631	-0.00006104	-2.43034100
26.10522031	-0.00006104	-2.43034100
26.10855431	-0.01843318	-2.43034100
26.11188831	-0.00006104	-2.43034100
26.11522231	-0.00006104	-2.43034100
26.11855631	-0.00006104	-2.43034100
26.12189031	-0.00006104	-2.43034100
26.12522431	-0.00006104	-2.43034100
26.12855831	-0.00006104	-2.43034100
26.13189231	-0.00006104	-2.47611900
26.13522631	-0.00006104	-2.43034100
26.13856031	-0.00006104	-2.43034100
26.14189431	-0.00006104	-2.47611900
26.14522831	-0.00006104	-2.43034100
26.14856231	-0.00006104	-2.47611900
26.15189631	0.01831111	-2.47611900
26.15523031	-0.00006104	-2.47611900
26.15856431	0.01831111	-2.47611900
26.16189831	0.01831111	-2.47611900
26.16523231	-0.00006104	-2.47611900
26.16856631	0.01831111	-2.47611900
26.17190031	-0.00006104	-2.47611900
26.17523431	-0.00006104	-2.43034100
26.17856831	0.01831111	-2.47611900
26.18190231	0.01831111	-2.47611900
26.18523631	0.01831111	-2.47611900
26.18857031	-0.00006104	-2.47611900
26.19190431	-0.00006104	-2.47611900
26.19523831	-0.00006104	-2.47611900
26.19857231	0.01831111	-2.47611900
26.20190631	-0.00006104	-2.47611900
26.20524031	0.01831111	-2.52174400
26.20857431	0.01831111	-2.52174400
26.21190831	-0.00006104	-2.52174400
26.21524231	-0.00006104	-2.52174400
26.21857631	0.01831111	-2.52174400
26.22191031	0.01831111	-2.52174400
26.22524431	0.01831111	-2.52174400
26.22857831	0.01831111	-2.52174400
26.23191231	0.01831111	-2.52174400
26.23524631	0.01831111	-2.52174400
26.23858031	0.01831111	-2.52174400
26.24191431	0.01831111	-2.52174400
26.24524831	0.01831111	-2.52174400
26.24858231	-0.00006104	-2.52174400
26.25191631	0.01831111	-2.52174400
26.25525031	0.01831111	-2.52174400
26.25858431	0.01831111	-2.52174400
26.26191831	0.01831111	-2.52174400
26.26525231	0.01831111	-2.52174400
26.26858631	0.01831111	-2.52174400
26.27192031	0.03668325	-2.52174400
26.27525431	0.01831111	-2.52174400
26.27858831	0.01831111	-2.52174400
26.28192231	0.01831111	-2.52174400
26.28525631	0.01831111	-2.52174400
26.28859031	0.01831111	-2.52174400
26.29192431	0.01831111	-2.52174400
26.29525831	0.01831111	-2.52174400
26.29859231	0.03668325	-2.52174400
26.30192631	0.03668325	-2.56752200
26.30526031	0.03668325	-2.52174400
26.30859431	0.01831111	-2.52174400
26.31192831	0.01831111	-2.56752200
26.31526231	0.01831111	-2.52174400
26.31859631	0.01831111	-2.52174400
26.32193031	0.01831111	-2.52174400
26.32526431	0.03668325	-2.56752200
26.32859831	0.03668325	-2.56752200
26.33193231	0.01831111	-2.56752200
26.33526631	0.01831111	-2.56752200
26.33860031	0.01831111	-2.56752200
26.34193431	-0.00006104	-2.56752200
26.34526831	0.01831111	-2.56752200
26.34860231	-0.00006104	-2.56752200
26.35193631	-0.00006104	-2.56752200
26.35527031	0.01831111	-2.56752200
26.35860431	0.01831111	-2.56752200
26.36193831	-0.00006104	-2.56752200
26.36527231	-0.00006104	-2.56752200
26.36860631	-0.00006104	-2.56752200
26.37194031	0.01831111	-2.56752200
26.37527431	-0.00006104	-2.56752200
26.37860831	-0.00006104	-2.56752200
26.38194231	-0.00006104	-2.56752200
26.38527631	0.01831111	-2.56752200
26.38861031	-0.00006104	-2.56752200
26.39194431	0.01831111	-2.56752200
26.39527831	-0.00006104	-2.56752200
26.39861231	0.01831111	-2.61314700
26.40194631	-0.00006104	-2.56752200
