#Time	Channel A	Channel B
#(s)	(V)	(V)
#
1.18357025	0.01831111	-2.52174400
1.18690425	0.01831111	-2.56752200
1.19023825	0.01831111	-2.56752200
1.19357225	0.01831111	-2.56752200
1.19690625	0.01831111	-2.52174400
1.20024025	0.01831111	-2.52174400
1.20357425	0.01831111	-2.52174400
1.20690825	0.01831111	-2.52174400
1.21024225	0.01831111	-2.52174400
1.21357625	0.01831111	-2.52174400
1.21691025	0.01831111	-2.52174400
1.22024425	0.01831111	-2.52174400
1.22357825	0.03668325	-2.52174400
1.22691225	0.01831111	-2.52174400
1.23024625	0.03668325	-2.52174400
1.23358025	0.01831111	-2.52174400
1.23691425	0.01831111	-2.52174400
1.24024825	0.01831111	-2.52174400
1.24358225	0.01831111	-2.52174400
1.24691625	0.01831111	-2.52174400
1.25025025	0.01831111	-2.52174400
1.25358425	0.01831111	-2.52174400
1.25691825	0.01831111	-2.52174400
1.26025225	0.01831111	-2.52174400
1.26358625	0.01831111	-2.52174400
1.26692025	0.01831111	-2.52174400
1.27025425	0.01831111	-2.52174400
1.27358825	0.01831111	-2.52174400
1.27692225	0.01831111	-2.52174400
1.28025625	0.01831111	-2.52174400
1.28359025	0.01831111	-2.52174400
1.28692425	0.01831111	-2.52174400
1.29025825	0.03668325	-2.52174400
1.29359225	0.01831111	-2.52174400
1.29692625	0.01831111	-2.52174400
1.30026025	0.01831111	-2.52174400
1.30359425	0.03668325	-2.52174400
1.30692825	0.03668325	-2.52174400
1.31026225	0.01831111	-2.47611900
1.31359625	0.03668325	-2.47611900
1.31693025	0.01831111	-2.47611900
1.32026425	0.01831111	-2.47611900
1.32359825	0.03668325	-2.47611900
1.32693225	0.01831111	-2.47611900
1.33026625	0.03668325	-2.47611900
1.33360025	0.03668325	-2.47611900
1.33693425	0.03668325	-2.47611900
1.34026825	0.03668325	-2.47611900
1.34360225	0.03668325	-2.47611900
1.34693625	0.03668325	-2.43034100
1.35027025	0.01831111	-2.43034100
1.35360425	0.03668325	-2.43034100
1.35693825	0.01831111	-2.47611900
1.36027225	0.01831111	-2.43034100
1.36360625	0.01831111	-2.43034100
1.36694025	0.01831111	-2.43034100
1.37027425	0.01831111	-2.43034100
1.37360825	0.01831111	-2.43034100
1.37694225	0.01831111	-2.43034100
1.38027625	0.03668325	-2.43034100
1.38361025	0.01831111	-2.43034100
1.38694425	0.01831111	-2.43034100
1.39027825	0.01831111	-2.43034100
1.39361225	0.01831111	-2.43034100
1.39694625	0.01831111	-2.43034100
1.40028025	0.01831111	-2.43034100
1.40361425	0.01831111	-2.43034100
1.40694825	-0.00006104	-2.43034100
1.41028225	0.01831111	-2.43034100
1.41361625	0.01831111	-2.43034100
1.41695025	0.01831111	-2.43034100
1.42028425	-0.00006104	-2.43034100
1.42361825	-0.00006104	-2.43034100
1.42695225	-0.00006104	-2.43034100
1.43028625	-0.00006104	-2.43034100
1.43362025	-0.00006104	-2.43034100
1.43695425	-0.00006104	-2.43034100
1.44028825	-0.00006104	-2.43034100
1.44362225	-0.00006104	-2.38471600
1.44695625	-0.00006104	-2.43034100
1.45029025	-0.00006104	-2.43034100
1.45362425	-0.00006104	-2.43034100
1.45695825	-0.00006104	-2.43034100
1.46029225	-0.00006104	-2.38471600
1.46362625	-0.00006104	-2.43034100
1.46696025	-0.00006104	-2.38471600
1.47029425	-0.00006104	-2.43034100
1.47362825	0.01831111	-2.38471600
1.47696225	-0.00006104	-2.38471600
1.48029625	-0.00006104	-2.38471600
1.48363025	0.01831111	-2.38471600
1.48696425	0.01831111	-2.38471600
1.49029825	0.01831111	-2.38471600
1.49363225	0.01831111	-2.38471600
1.49696625	-0.00006104	-2.38471600
1.50030025	0.01831111	-2.38471600
1.50363425	0.01831111	-2.38471600
1.50696825	0.01831111	-2.38471600
1.51030225	0.01831111	-2.38471600
1.51363625	0.01831111	-2.38471600
1.51697025	0.01831111	-2.38471600
1.52030425	0.01831111	-2.38471600
1.52363825	0.01831111	-2.38471600
1.52697225	0.01831111	-2.33893800
1.53030625	0.01831111	-2.38471600
1.53364025	0.01831111	-2.38471600
1.53697425	0.03668325	-2.38471600
1.54030825	0.01831111	-2.38471600
1.54364225	0.01831111	-2.38471600
1.54697625	0.01831111	-2.33893800
1.55031025	0.01831111	-2.38471600
1.55364425	0.01831111	-2.33893800
1.55697825	0.01831111	-2.33893800
1.56031225	0.01831111	-2.38471600
1.56364625	0.01831111	-2.33893800
1.56698025	-0.00006104	-2.33893800
1.57031425	-0.00006104	-2.33893800
1.57364825	0.01831111	-2.33893800
1.57698225	-0.00006104	-2.33893800
1.58031625	-0.00006104	-2.33893800
1.58365025	-0.00006104	-2.33893800
1.58698425	-0.00006104	-2.33893800
1.59031825	-0.00006104	-2.33893800
1.59365225	-0.00006104	-2.33893800
1.59698625	-0.00006104	-2.33893800
1.60032025	-0.00006104	-2.33893800
1.60365425	-0.00006104	-2.33893800
1.60698825	-0.00006104	-2.33893800
1.61032225	-0.00006104	-2.33893800
1.61365625	-0.00006104	-2.33893800
1.61699025	-0.00006104	-2.33893800
1.62032425	-0.00006104	-2.33893800
1.62365825	-0.00006104	-2.33893800
1.62699225	-0.00006104	-2.33893800
1.63032625	-0.00006104	-2.33893800
1.63366025	-0.00006104	-2.29331400
1.63699425	-0.00006104	-2.33893800
1.64032825	-0.00006104	-2.29331400
1.64366225	-0.01843318	-2.29331400
1.64699625	-0.00006104	-2.33893800
1.65033025	-0.00006104	-2.29331400
1.65366425	-0.00006104	-2.29331400
1.65699825	-0.00006104	-2.29331400
1.66033225	-0.01843318	-2.33893800
1.66366625	-0.01843318	-2.29331400
1.66700025	-0.00006104	-2.29331400
1.67033425	-0.00006104	-2.29331400
1.67366825	-0.00006104	-2.29331400
1.67700225	-0.01843318	-2.29331400
1.68033625	-0.00006104	-2.29331400
1.68367025	-0.00006104	-2.29331400
1.68700425	-0.00006104	-2.29331400
1.69033825	-0.00006104	-2.29331400
1.69367225	-0.00006104	-2.29331400
1.69700625	-0.00006104	-2.29331400
1.70034025	-0.00006104	-2.29331400
1.70367425	-0.00006104	-2.24768800
1.70700825	-0.00006104	-2.29331400
1.71034225	-0.00006104	-2.29331400
1.71367625	-0.00006104	-2.29331400
1.71701025	-0.00006104	-2.29331400
1.72034425	-0.00006104	-2.24768800
1.72367825	-0.00006104	-2.29331400
1.72701225	-0.01843318	-2.24768800
1.73034625	-0.00006104	-2.29331400
1.73368025	-0.00006104	-2.29331400
1.73701425	-0.01843318	-2.24768800
1.74034825	-0.01843318	-2.24768800
1.74368225	-0.01843318	-2.24768800
1.74701625	-0.01843318	-2.24768800
1.75035025	-0.03680532	-2.24768800
1.75368425	-0.01843318	-2.24768800
1.75701825	-0.01843318	-2.24768800
1.76035225	-0.03680532	-2.24768800
1.76368625	-0.01843318	-2.24768800
1.76702025	-0.03680532	-2.24768800
1.77035425	-0.03680532	-2.24768800
1.77368825	-0.03680532	-2.24768800
1.77702225	-0.01843318	-2.24768800
1.78035625	-0.03680532	-2.24768800
1.78369025	-0.03680532	-2.24768800
1.78702425	-0.01843318	-2.24768800
1.79035825	-0.01843318	-2.24768800
1.79369225	-0.01843318	-2.24768800
1.79702625	-0.03680532	-2.24768800
1.80036025	-0.01843318	-2.24768800
1.80369425	-0.03680532	-2.24768800
1.80702825	-0.03680532	-2.24768800
1.81036225	-0.01843318	-2.24768800
1.81369625	-0.01843318	-2.24768800
1.81703025	-0.01843318	-2.24768800
1.82036425	-0.01843318	-2.24768800
1.82369825	-0.01843318	-2.24768800
1.82703225	-0.01843318	-2.24768800
1.83036625	-0.00006104	-2.24768800
1.83370025	-0.00006104	-2.24768800
1.83703425	-0.01843318	-2.20191000
1.84036825	-0.00006104	-2.24768800
1.84370225	-0.01843318	-2.24768800
1.84703625	-0.00006104	-2.20191000
1.85037025	-0.00006104	-2.20191000
1.85370425	-0.00006104	-2.20191000
1.85703825	-0.00006104	-2.20191000
1.86037225	-0.00006104	-2.20191000
1.86370625	-0.00006104	-2.20191000
1.86704025	-0.00006104	-2.20191000
1.87037425	-0.00006104	-2.20191000
1.87370825	-0.00006104	-2.20191000
1.87704225	-0.00006104	-2.20191000
1.88037625	-0.00006104	-2.20191000
1.88371025	-0.00006104	-2.20191000
1.88704425	-0.00006104	-2.20191000
1.89037825	-0.00006104	-2.20191000
1.89371225	-0.00006104	-2.20191000
1.89704625	-0.00006104	-2.20191000
1.90038025	-0.00006104	-2.20191000
1.90371425	-0.00006104	-2.20191000
1.90704825	-0.00006104	-2.15628500
1.91038225	-0.01843318	-2.20191000
1.91371625	-0.00006104	-2.20191000
1.91705025	-0.01843318	-2.15628500
1.92038425	-0.01843318	-2.15628500
1.92371825	-0.00006104	-2.15628500
1.92705225	-0.00006104	-2.15628500
1.93038625	-0.00006104	-2.15628500
1.93372025	-0.01843318	-2.15628500
1.93705425	-0.01843318	-2.15628500
1.94038825	-0.00006104	-2.15628500
1.94372225	-0.00006104	-2.15628500
1.94705625	-0.00006104	-2.15628500
1.95039025	-0.00006104	-2.15628500
1.95372425	-0.00006104	-2.15628500
1.95705825	-0.00006104	-2.15628500
1.96039225	-0.00006104	-2.15628500
1.96372625	-0.00006104	-2.15628500
1.96706025	-0.00006104	-2.15628500
1.97039425	0.01831111	-2.15628500
1.97372825	-0.00006104	-2.15628500
1.97706225	-0.00006104	-2.15628500
1.98039625	0.01831111	-2.15628500
1.98373025	0.01831111	-2.15628500
1.98706425	-0.00006104	-2.15628500
1.99039825	-0.00006104	-2.15628500
1.99373225	0.01831111	-2.15628500
1.99706625	-0.00006104	-2.15628500
2.00040025	0.01831111	-2.15628500
2.00373425	0.01831111	-2.15628500
2.00706825	-0.00006104	-2.15628500
2.01040225	0.01831111	-2.15628500
2.01373625	-0.00006104	-2.15628500
2.01707025	0.01831111	-2.15628500
2.02040425	0.03668325	-2.15628500
2.02373825	0.01831111	-2.15628500
2.02707225	0.01831111	-2.11050700
2.03040625	0.03668325	-2.11050700
2.03374025	0.01831111	-2.15628500
2.03707425	0.01831111	-2.11050700
2.04040825	0.01831111	-2.11050700
2.04374225	0.03668325	-2.11050700
2.04707625	0.01831111	-2.15628500
2.05041025	0.01831111	-2.11050700
2.05374425	0.01831111	-2.11050700
2.05707825	-0.00006104	-2.11050700
2.06041225	0.01831111	-2.11050700
2.06374625	0.01831111	-2.11050700
2.06708025	0.03668325	-2.11050700
2.07041425	0.01831111	-2.11050700
2.07374825	-0.00006104	-2.11050700
2.07708225	0.01831111	-2.06488200
2.08041625	0.01831111	-2.11050700
2.08375025	0.01831111	-2.11050700
2.08708425	0.01831111	-2.06488200
2.09041825	0.01831111	-2.06488200
2.09375225	0.01831111	-2.06488200
2.09708625	0.01831111	-2.11050700
2.10042025	0.01831111	-2.06488200
2.10375425	0.01831111	-2.11050700
2.10708825	0.01831111	-2.06488200
2.11042225	0.01831111	-2.06488200
2.11375625	0.01831111	-2.06488200
2.11709025	0.01831111	-2.06488200
2.12042425	0.01831111	-2.06488200
2.12375825	0.01831111	-2.06488200
2.12709225	0.01831111	-2.06488200
2.13042625	0.01831111	-2.06488200
2.13376025	0.01831111	-2.06488200
2.13709425	-0.00006104	-2.06488200
2.14042825	0.03668325	-2.06488200
2.14376225	0.01831111	-2.06488200
2.14709625	0.01831111	-2.06488200
2.15043025	0.01831111	-2.06488200
2.15376425	0.01831111	-2.06488200
2.15709825	0.01831111	-2.06488200
2.16043225	0.03668325	-2.06488200
2.16376625	0.03668325	-2.06488200
2.16710025	0.03668325	-2.06488200
2.17043425	0.01831111	-2.06488200
2.17376825	0.03668325	-2.01910400
2.17710225	0.01831111	-2.06488200
2.18043625	0.01831111	-2.06488200
2.18377025	0.01831111	-2.06488200
2.18710425	0.01831111	-2.01910400
2.19043825	0.01831111	-2.06488200
2.19377225	0.01831111	-2.06488200
2.19710625	0.01831111	-2.06488200
2.20044025	0.01831111	-2.01910400
2.20377425	0.01831111	-2.06488200
2.20710825	0.01831111	-2.06488200
2.21044225	0.01831111	-2.01910400
2.21377625	0.01831111	-2.01910400
2.21711025	0.01831111	-2.01910400
2.22044425	0.01831111	-2.01910400
2.22377825	0.01831111	-2.01910400
2.22711225	0.01831111	-2.01910400
2.23044625	-0.00006104	-2.01910400
2.23378025	0.01831111	-2.01910400
2.23711425	0.01831111	-2.01910400
2.24044825	0.01831111	-2.01910400
2.24378225	0.01831111	-2.01910400
2.24711625	0.01831111	-2.01910400
2.25045025	-0.00006104	-2.01910400
2.25378425	-0.00006104	-2.01910400
2.25711825	-0.00006104	-2.01910400
2.26045225	-0.00006104	-2.01910400
2.26378625	-0.00006104	-2.01910400
2.26712025	-0.00006104	-2.01910400
2.27045425	-0.00006104	-2.01910400
2.27378825	0.01831111	-2.01910400
2.27712225	-0.00006104	-1.97347900
2.28045625	-0.00006104	-2.01910400
2.28379025	0.01831111	-1.97347900
2.28712425	-0.00006104	-1.97347900
2.29045825	-0.00006104	-1.97347900
2.29379225	0.01831111	-1.97347900
2.29712625	0.01831111	-1.97347900
2.30046025	-0.00006104	-1.97347900
2.30379425	0.01831111	-1.97347900
2.30712825	0.01831111	-1.97347900
2.31046225	0.01831111	-1.97347900
2.31379625	-0.00006104	-1.97347900
2.31713025	0.01831111	-1.97347900
2.32046425	0.01831111	-1.97347900
2.32379825	0.01831111	-1.97347900
2.32713225	0.01831111	-1.97347900
2.33046625	0.01831111	-1.97347900
2.33380025	0.01831111	-1.97347900
2.33713425	0.01831111	-1.97347900
2.34046825	0.03668325	-1.92785400
2.34380225	0.01831111	-1.97347900
2.34713625	0.03668325	-1.92785400
2.35047025	0.03668325	-1.92785400
2.35380425	0.03668325	-1.97347900
2.35713825	0.03668325	-1.97347900
2.36047225	0.03668325	-1.92785400
2.36380625	0.01831111	-1.92785400
2.36714025	0.01831111	-1.92785400
2.37047425	0.01831111	-1.92785400
2.37380825	0.01831111	-1.92785400
2.37714225	0.01831111	-1.92785400
2.38047625	0.01831111	-1.92785400
2.38381025	0.01831111	-1.92785400
2.38714425	0.01831111	-1.92785400
2.39047825	0.01831111	-1.92785400
2.39381225	0.01831111	-1.92785400
2.39714625	0.01831111	-1.92785400
2.40048025	0.01831111	-1.92785400
2.40381425	-0.00006104	-1.92785400
2.40714825	0.01831111	-1.92785400
2.41048225	0.01831111	-1.88207700
2.41381625	-0.00006104	-1.92785400
2.41715025	-0.00006104	-1.88207700
2.42048425	0.01831111	-1.92785400
2.42381825	0.01831111	-1.92785400
2.42715225	-0.00006104	-1.92785400
2.43048625	0.01831111	-1.88207700
2.43382025	-0.00006104	-1.88207700
2.43715425	-0.00006104	-1.88207700
2.44048825	-0.00006104	-1.88207700
2.44382225	-0.00006104	-1.88207700
2.44715625	0.01831111	-1.88207700
2.45049025	-0.00006104	-1.88207700
2.45382425	0.01831111	-1.88207700
2.45715825	-0.00006104	-1.88207700
2.46049225	0.01831111	-1.92785400
2.46382625	0.01831111	-1.88207700
2.46716025	0.01831111	-1.88207700
2.47049425	0.01831111	-1.88207700
2.47382825	0.01831111	-1.88207700
2.47716225	-0.00006104	-1.88207700
2.48049625	-0.00006104	-1.88207700
2.48383025	0.01831111	-1.88207700
2.48716425	0.01831111	-1.88207700
2.49049825	0.01831111	-1.88207700
2.49383225	0.01831111	-1.88207700
2.49716625	0.01831111	-1.88207700
2.50050025	0.01831111	-1.88207700
2.50383425	0.01831111	-1.88207700
2.50716825	0.01831111	-1.88207700
2.51050225	0.01831111	-1.88207700
2.51383625	0.01831111	-1.88207700
2.51717025	-0.00006104	-1.88207700
2.52050425	0.01831111	-1.88207700
2.52383825	-0.00006104	-1.88207700
2.52717225	0.01831111	-1.83645100
2.53050625	-0.00006104	-1.88207700
2.53384025	-0.00006104	-1.88207700
2.53717425	-0.00006104	-1.88207700
2.54050825	-0.00006104	-1.88207700
2.54384225	0.01831111	-1.88207700
2.54717625	-0.00006104	-1.83645100
2.55051025	-0.00006104	-1.83645100
2.55384425	-0.00006104	-1.83645100
2.55717825	-0.00006104	-1.83645100
2.56051225	-0.00006104	-1.83645100
2.56384625	-0.00006104	-1.83645100
2.56718025	-0.00006104	-1.83645100
2.57051425	-0.00006104	-1.83645100
2.57384825	-0.00006104	-1.83645100
2.57718225	-0.00006104	-1.83645100
2.58051625	-0.00006104	-1.83645100
2.58385025	-0.00006104	-1.83645100
2.58718425	-0.00006104	-1.83645100
2.59051825	-0.00006104	-1.83645100
2.59385225	-0.00006104	-1.79067300
2.59718625	-0.00006104	-1.83645100
2.60052025	-0.00006104	-1.83645100
2.60385425	-0.00006104	-1.83645100
2.60718825	-0.00006104	-1.83645100
2.61052225	-0.00006104	-1.83645100
2.61385625	-0.00006104	-1.79067300
2.61719025	-0.00006104	-1.83645100
2.62052425	-0.00006104	-1.79067300
2.62385825	-0.00006104	-1.83645100
2.62719225	-0.00006104	-1.83645100
2.63052625	-0.00006104	-1.79067300
2.63386025	-0.00006104	-1.79067300
2.63719425	-0.00006104	-1.83645100
2.64052825	-0.00006104	-1.79067300
2.64386225	-0.00006104	-1.83645100
2.64719625	-0.00006104	-1.79067300
2.65053025	-0.00006104	-1.79067300
2.65386425	-0.00006104	-1.83645100
2.65719825	-0.00006104	-1.79067300
2.66053225	-0.00006104	-1.79067300
2.66386625	-0.00006104	-1.79067300
2.66720025	-0.00006104	-1.79067300
2.67053425	-0.00006104	-1.79067300
2.67386825	-0.00006104	-1.79067300
2.67720225	-0.00006104	-1.79067300
2.68053625	-0.00006104	-1.79067300
2.68387025	-0.00006104	-1.79067300
2.68720425	-0.00006104	-1.79067300
2.69053825	-0.00006104	-1.79067300
2.69387225	-0.00006104	-1.79067300
2.69720625	-0.00006104	-1.79067300
2.70054025	-0.00006104	-1.79067300
2.70387425	-0.00006104	-1.79067300
2.70720825	-0.00006104	-1.79067300
2.71054225	-0.00006104	-1.79067300
2.71387625	-0.00006104	-1.79067300
2.71721025	-0.00006104	-1.79067300
2.72054425	-0.00006104	-1.79067300
2.72387825	-0.00006104	-1.79067300
2.72721225	-0.00006104	-1.79067300
2.73054625	-0.00006104	-1.79067300
2.73388025	-0.00006104	-1.79067300
2.73721425	-0.00006104	-1.79067300
2.74054825	-0.00006104	-1.74504800
2.74388225	-0.00006104	-1.79067300
2.74721625	-0.00006104	-1.79067300
2.75055025	-0.01843318	-1.74504800
2.75388425	-0.00006104	-1.74504800
2.75721825	-0.01843318	-1.74504800
2.76055225	-0.00006104	-1.74504800
2.76388625	-0.01843318	-1.74504800
2.76722025	-0.00006104	-1.74504800
2.77055425	-0.00006104	-1.74504800
2.77388825	-0.00006104	-1.74504800
2.77722225	-0.00006104	-1.74504800
2.78055625	-0.00006104	-1.69927100
2.78389025	-0.00006104	-1.69927100
2.78722425	-0.00006104	-1.79067300
2.79055825	-0.00006104	-1.74504800
2.79389225	-0.00006104	-1.69927100
2.79722625	-0.00006104	-1.69927100
2.80056025	-0.00006104	-1.74504800
2.80389425	-0.00006104	-1.69927100
2.80722825	-0.00006104	-1.69927100
2.81056225	-0.00006104	-1.69927100
2.81389625	-0.00006104	-1.69927100
2.81723025	-0.00006104	-1.69927100
2.82056425	-0.00006104	-1.69927100
2.82389825	-0.00006104	-1.69927100
2.82723225	-0.00006104	-1.69927100
2.83056625	-0.00006104	-1.69927100
2.83390025	-0.00006104	-1.69927100
2.83723425	-0.00006104	-1.69927100
2.84056825	-0.00006104	-1.69927100
2.84390225	-0.00006104	-1.69927100
2.84723625	-0.00006104	-1.69927100
2.85057025	-0.00006104	-1.69927100
2.85390425	-0.00006104	-1.69927100
2.85723825	-0.00006104	-1.69927100
2.86057225	-0.01843318	-1.69927100
2.86390625	-0.00006104	-1.69927100
2.86724025	-0.00006104	-1.69927100
2.87057425	-0.01843318	-1.69927100
2.87390825	-0.01843318	-1.69927100
2.87724225	-0.01843318	-1.69927100
2.88057625	-0.01843318	-1.69927100
2.88391025	-0.01843318	-1.69927100
2.88724425	-0.01843318	-1.69927100
2.89057825	-0.01843318	-1.65364500
2.89391225	-0.01843318	-1.69927100
2.89724625	-0.00006104	-1.69927100
2.90058025	-0.01843318	-1.69927100
2.90391425	-0.01843318	-1.65364500
2.90724825	-0.00006104	-1.65364500
2.91058225	-0.01843318	-1.69927100
2.91391625	-0.01843318	-1.65364500
2.91725025	-0.00006104	-1.69927100
2.92058425	-0.00006104	-1.65364500
2.92391825	-0.00006104	-1.69927100
2.92725225	-0.01843318	-1.65364500
2.93058625	-0.00006104	-1.65364500
2.93392025	-0.00006104	-1.65364500
2.93725425	-0.01843318	-1.65364500
2.94058825	-0.01843318	-1.65364500
2.94392225	-0.00006104	-1.65364500
2.94725625	-0.00006104	-1.65364500
2.95059025	-0.01843318	-1.65364500
2.95392425	-0.00006104	-1.65364500
2.95725825	-0.00006104	-1.65364500
2.96059225	-0.00006104	-1.65364500
2.96392625	-0.00006104	-1.65364500
2.96726025	-0.00006104	-1.65364500
2.97059425	-0.00006104	-1.65364500
2.97392825	-0.00006104	-1.65364500
2.97726225	-0.00006104	-1.65364500
2.98059625	-0.00006104	-1.65364500
2.98393025	-0.00006104	-1.65364500
2.98726425	-0.00006104	-1.60802000
2.99059825	-0.00006104	-1.65364500
2.99393225	-0.00006104	-1.65364500
2.99726625	-0.00006104	-1.60802000
3.00060025	-0.00006104	-1.60802000
3.00393425	-0.00006104	-1.60802000
3.00726825	-0.00006104	-1.65364500
3.01060225	-0.00006104	-1.60802000
3.01393625	-0.00006104	-1.60802000
3.01727025	-0.00006104	-1.60802000
3.02060425	-0.00006104	-1.60802000
3.02393825	-0.01843318	-1.60802000
3.02727225	-0.00006104	-1.60802000
3.03060625	-0.00006104	-1.60802000
3.03394025	-0.01843318	-1.60802000
3.03727425	-0.01843318	-1.60802000
3.04060825	-0.01843318	-1.60802000
3.04394225	-0.01843318	-1.60802000
3.04727625	-0.03680532	-1.60802000
3.05061025	-0.01843318	-1.60802000
3.05394425	-0.01843318	-1.60802000
3.05727825	-0.01843318	-1.60802000
3.06061225	-0.03680532	-1.60802000
3.06394625	-0.03680532	-1.60802000
3.06728025	-0.01843318	-1.60802000
3.07061425	-0.01843318	-1.60802000
3.07394825	-0.03680532	-1.60802000
3.07728225	-0.03680532	-1.60802000
3.08061625	-0.01843318	-1.60802000
3.08395025	-0.03680532	-1.60802000
3.08728425	-0.01843318	-1.60802000
3.09061825	-0.01843318	-1.60802000
3.09395225	-0.03680532	-1.56224300
3.09728625	-0.01843318	-1.56224300
3.10062025	-0.01843318	-1.56224300
3.10395425	-0.01843318	-1.56224300
3.10728825	-0.03680532	-1.60802000
3.11062225	-0.01843318	-1.56224300
3.11395625	-0.03680532	-1.56224300
3.11729025	-0.01843318	-1.56224300
3.12062425	-0.01843318	-1.56224300
3.12395825	-0.03680532	-1.56224300
3.12729225	-0.01843318	-1.56224300
3.13062625	-0.01843318	-1.56224300
3.13396025	-0.01843318	-1.56224300
3.13729425	-0.01843318	-1.56224300
3.14062825	-0.01843318	-1.56224300
3.14396225	-0.01843318	-1.56224300
3.14729625	-0.00006104	-1.56224300
3.15063025	-0.00006104	-1.56224300
3.15396425	-0.01843318	-1.56224300
3.15729825	-0.01843318	-1.56224300
3.16063225	-0.00006104	-1.56224300
3.16396625	-0.01843318	-1.56224300
3.16730025	-0.01843318	-1.56224300
3.17063425	-0.00006104	-1.56224300
3.17396825	-0.01843318	-1.56224300
3.17730225	-0.01843318	-1.51661700
3.18063625	-0.01843318	-1.51661700
3.18397025	-0.01843318	-1.56224300
3.18730425	-0.01843318	-1.56224300
3.19063825	-0.01843318	-1.51661700
3.19397225	-0.01843318	-1.51661700
3.19730625	-0.03680532	-1.51661700
3.20064025	-0.01843318	-1.51661700
3.20397425	-0.03680532	-1.51661700
3.20730825	-0.01843318	-1.51661700
3.21064225	-0.03680532	-1.51661700
3.21397625	-0.03680532	-1.51661700
3.21731025	-0.03680532	-1.51661700
3.22064425	-0.01843318	-1.51661700
3.22397825	-0.03680532	-1.51661700
3.22731225	-0.03680532	-1.51661700
3.23064625	-0.01843318	-1.51661700
3.23398025	-0.01843318	-1.51661700
3.23731425	-0.03680532	-1.51661700
3.24064825	-0.03680532	-1.51661700
3.24398225	-0.01843318	-1.51661700
3.24731625	-0.01843318	-1.51661700
3.25065025	-0.03680532	-1.51661700
3.25398425	-0.01843318	-1.51661700
3.25731825	-0.01843318	-1.51661700
3.26065225	-0.01843318	-1.51661700
3.26398625	-0.00006104	-1.51661700
3.26732025	-0.00006104	-1.51661700
3.27065425	-0.01843318	-1.51661700
3.27398825	-0.01843318	-1.51661700
3.27732225	-0.01843318	-1.51661700
3.28065625	-0.00006104	-1.51661700
3.28399025	-0.00006104	-1.51661700
3.28732425	-0.00006104	-1.47084000
3.29065825	-0.00006104	-1.51661700
3.29399225	-0.00006104	-1.47084000
3.29732625	-0.00006104	-1.51661700
3.30066025	-0.00006104	-1.47084000
3.30399425	-0.00006104	-1.47084000
3.30732825	-0.00006104	-1.47084000
3.31066225	-0.00006104	-1.47084000
3.31399625	-0.00006104	-1.47084000
3.31733025	-0.00006104	-1.47084000
3.32066425	-0.00006104	-1.47084000
3.32399825	-0.00006104	-1.47084000
3.32733225	-0.00006104	-1.47084000
3.33066625	-0.00006104	-1.47084000
3.33400025	-0.00006104	-1.47084000
3.33733425	-0.00006104	-1.47084000
3.34066825	-0.00006104	-1.47084000
3.34400225	-0.00006104	-1.47084000
3.34733625	-0.00006104	-1.47084000
3.35067025	-0.00006104	-1.47084000
3.35400425	-0.00006104	-1.47084000
3.35733825	-0.00006104	-1.47084000
3.36067225	-0.00006104	-1.47084000
3.36400625	-0.00006104	-1.47084000
3.36734025	-0.00006104	-1.42521400
3.37067425	-0.00006104	-1.42521400
3.37400825	-0.00006104	-1.47084000
3.37734225	-0.00006104	-1.47084000
3.38067625	-0.00006104	-1.42521400
3.38401025	-0.00006104	-1.42521400
3.38734425	-0.00006104	-1.42521400
3.39067825	-0.00006104	-1.42521400
3.39401225	-0.00006104	-1.42521400
3.39734625	-0.00006104	-1.47084000
3.40068025	-0.00006104	-1.42521400
3.40401425	-0.00006104	-1.42521400
3.40734825	-0.00006104	-1.42521400
3.41068225	-0.00006104	-1.42521400
3.41401625	-0.00006104	-1.42521400
3.41735025	-0.00006104	-1.42521400
3.42068425	-0.00006104	-1.42521400
3.42401825	-0.00006104	-1.42521400
3.42735225	-0.00006104	-1.42521400
3.43068625	-0.00006104	-1.42521400
3.43402025	-0.00006104	-1.42521400
3.43735425	-0.00006104	-1.42521400
3.44068825	-0.00006104	-1.42521400
3.44402225	-0.00006104	-1.42521400
3.44735625	-0.00006104	-1.42521400
3.45069025	-0.00006104	-1.42521400
3.45402425	0.01831111	-1.42521400
3.45735825	-0.00006104	-1.42521400
3.46069225	0.01831111	-1.42521400
3.46402625	-0.00006104	-1.42521400
3.46736025	-0.00006104	-1.42521400
3.47069425	-0.00006104	-1.42521400
3.47402825	-0.00006104	-1.37958900
3.47736225	-0.00006104	-1.42521400
3.48069625	-0.00006104	-1.42521400
3.48403025	-0.00006104	-1.37958900
3.48736425	-0.00006104	-1.42521400
3.49069825	-0.00006104	-1.37958900
3.49403225	-0.00006104	-1.37958900
3.49736625	-0.00006104	-1.37958900
3.50070025	-0.00006104	-1.42521400
3.50403425	-0.00006104	-1.33381100
3.50736825	-0.00006104	-1.37958900
3.51070225	-0.00006104	-1.37958900
3.51403625	-0.00006104	-1.37958900
3.51737025	-0.00006104	-1.37958900
3.52070425	-0.00006104	-1.37958900
3.52403825	-0.00006104	-1.37958900
3.52737225	-0.00006104	-1.33381100
3.53070625	-0.00006104	-1.33381100
3.53404025	-0.00006104	-1.37958900
3.53737425	-0.01843318	-1.37958900
3.54070825	-0.01843318	-1.37958900
3.54404225	-0.01843318	-1.33381100
3.54737625	-0.01843318	-1.33381100
